Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
language based learning difficulty,s,unconscious_bias,learning,learning,"['learning disabled', 'language-based learning disability', '--- name the specific disability or condition', 'language-based learning disabilities']","['learning disabled', 'language-based learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'language-based learning disability', 'learning disabled', 'language-based learning disabilities', 'learning disabled']"
language issue,s,unconscious_bias,ability,ability,"['language-based learning disability', 'language processing disability', 'auditory processing disability', '--- name the specific disability or condition', 'language-based learning disabilities', 'language processing disabilities', 'auditory processing disabilities']","['language-based learning disabilities', 'language processing disabilities', 'auditory processing disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'language-based learning disability', 'language processing disability', 'auditory processing disability', 'language-based learning disabilities', 'language processing disabilities', 'auditory processing disabilities']"
language processing difficulty,s,unconscious_bias,learning,learning,"['language processing disability', 'auditory processing disability', 'language-based learning disability', '--- name the specific disability or condition', 'language processing disabilities', 'auditory processing disabilities', 'language-based learning disabilities']","['language processing disabilities', 'auditory processing disabilities', 'language-based learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'language processing disability', 'auditory processing disability', 'language-based learning disability', 'language processing disabilities', 'auditory processing disabilities', 'language-based learning disabilities']"
language-based learning difficulty,s,unconscious_bias,learning,learning,"['learning disabled', 'language-based learning disability', '--- name the specific disability or condition', 'language-based learning disabilities']","['learning disabled', 'language-based learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'language-based learning disability', 'learning disabled', 'language-based learning disabilities', 'learning disabled']"
languagebased learning difficulty,s,unconscious_bias,learning,learning,"['learning disabled', 'language-based learning disability', '--- name the specific disability or condition', 'language-based learning disabilities']","['learning disabled', 'language-based learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'language-based learning disability', 'learning disabled', 'language-based learning disabilities', 'learning disabled']"
last name,a+s,unconscious_bias,culture,culture,"['family name', 'surname', 'married name', 'birth name', 'family names', 'surnames', 'married names', 'birth names']","['family names', 'surnames', 'married names', 'birth names']","['family name', 'surname', 'married name', 'birth name', 'family names', 'surnames', 'married names', 'birth names']"
learning ability,s,unconscious_bias,learning,learning,"['proficiency to learn', 'learning proficiency', 'understanding', 'proficiency', 'proficient in ((subject))', 'skilled in ((subject))', 'proficiency to learn', 'learning proficiencies', 'understanding', 'proficiencies', 'proficient in ((subjects))', 'skilled in ((subjects))']","['proficiency to learn', 'learning proficiencies', 'understanding', 'proficiencies', 'proficient in ((subjects))', 'skilled in ((subjects))']","['proficiency to learn', 'learning proficiency', 'understanding', 'proficiency', 'proficient in ((subject))', 'skilled in ((subject))', 'proficiency to learn', 'learning proficiencies', 'understanding', 'proficiencies', 'proficient in ((subjects))', 'skilled in ((subjects))']"
learning difference,=s,unconscious_bias,learning,learning,"['learning disabled', 'learning disability', '--- name the specific disability or condition', 'learning disabilities']","['learning disabled', 'learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'learning disability', 'learning disabled', 'learning disabilities', 'learning disabled']"
learning difficulty,=s,unconscious_bias,learning,learning,"['learning disabled', 'learning disability', '--- name the specific disability or condition', 'learning disabilities']","['learning disabled', 'learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'learning disability', 'learning disabled', 'learning disabilities', 'learning disabled']"
learning disabled,=a,unconscious_bias,cognitive_ability,cognitive_ability,['learning-different'],[],['learning-different']
learning disorder,s,unconscious_bias,learning,learning,"['learning disabled', 'learning disability', '--- name the specific disability or condition', 'learning disabilities']","['learning disabled', 'learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'learning disability', 'learning disabled', 'learning disabilities', 'learning disabled']"
learning impairment,s,unconscious_bias,learning,learning,"['learning disabled', 'learning disability', '--- name the specific disability or condition', 'learning disabilities']","['learning disabled', 'learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'learning disability', 'learning disabled', 'learning disabilities', 'learning disabled']"
learning issues,=s,unconscious_bias,learning,learning,"['learning disabled', 'learning disability', '--- name the specific disability or condition', 'learning disabilities']","['learning disabled', 'learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'learning disability', 'learning disabled', 'learning disabilities', 'learning disabled']"
learning problems,s,unconscious_bias,learning,learning,"['learning disabled', 'learning disability', '--- name the specific disability or condition', 'learning disabilities']","['learning disabled', 'learning disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'learning disability', 'learning disabled', 'learning disabilities', 'learning disabled']"
linguistic oddities,a+s,unconscious_bias,speech,speech,"['linguistic variance', 'diverse vocabulary', 'focus on specific topics', 'undefined conversation topics', 'discontinued speech', 'specific speech patterns']",[],"['linguistic variance', 'diverse vocabulary', 'focus on specific topics', 'undefined conversation topics', 'discontinued speech', 'specific speech patterns']"
loony bin,s,unconscious_bias,cognitive_perception,cognitive_perception,"['psychiatric hospital unit', 'mental health unit', 'behavioral health unit', 'institution providing care to people with mental and psychiatric disabilities', 'psychiatric hospital wards', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental ot psychiatric disabilities', 'noisy and confusing scene(...)', 'situation full of confusion(...)', 'place in uproar(...)']","['psychiatric hospital wards', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental ot psychiatric disabilities']","['psychiatric hospital unit', 'mental health unit', 'behavioral health unit', 'institution providing care to people with mental and psychiatric disabilities', 'noisy and confusing scene(...)', 'situation full of confusion(...)', 'place in uproar(...)', 'psychiatric hospital wards', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental ot psychiatric disabilities']"
low blow,a+s,unconscious_bias,sports_terms,sports_terms,"['unfair tactic', 'unkind comment', 'unfair tactics', 'unkind comments']","['unfair tactics', 'unkind comments']","['unfair tactic', 'unkind comment', 'unfair tactics', 'unkind comments']"
low class,a,unconscious_bias,classism,classism,"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']",[],"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']"
low functioning,=a,unconscious_bias,medical_state,medical_state,"['--- specify weaknesses', '-']",['-'],"['-', '--- specify weaknesses']"
lower class,a,unconscious_bias,classism,classism,"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']",[],"['working-class', 'socio-economically disadvantaged', 'from an economically disadvantaged background', 'from underprivileged and underserved communities']"
maiden name,s,unconscious_bias,sexual_orientation,sexual_orientation,"['pre-marriage family name', 'pre-marriage surname', 'birth name', 'pre-marriage family names', 'pre-marriage surnames', 'birth names']","['pre-marriage family names', 'pre-marriage surnames', 'birth names']","['pre-marriage family name', 'pre-marriage surname', 'birth name', 'pre-marriage family names', 'pre-marriage surnames', 'birth names']"
male model,a+s,unconscious_bias,gender_identity,gender_identity,"['model', 'they', 'models']",['models'],"['model', 'they', 'models']"
man and wife,i,unconscious_bias,sexual_orientation,sexual_orientation,"['spouses', 'marital partners', 'partners', 'couple', 'domestic partners']",[],"['spouses', 'marital partners', 'partners', 'couple', 'domestic partners']"
man is the measure of all things,i,unconscious_bias,belief,belief,['humans are the measure of all things'],[],['humans are the measure of all things']
man of God,i,unconscious_bias,belief,function,"['priest', 'pastor', 'preacher', 'vicar', 'parson', 'cleric', 'reverend', 'deacon', 'evangelist', 'monk', 'devout person', 'holy person', 'saint', 'prophet']",[],"['priest', 'pastor', 'preacher', 'vicar', 'parson', 'cleric', 'reverend', 'deacon', 'evangelist', 'monk', 'devout person', 'holy person', 'saint', 'prophet']"
man shall not live by bread alone,i,unconscious_bias,belief,belief,"['no one should live by bread alone', 'humans should not live by bread alone']",[],"['no one should live by bread alone', 'humans should not live by bread alone']"
maniac for,s,unconscious_bias,behavior,behavior,"['lover of', 'fan of', 'lovers of', 'fans of', 'person with an intense (habitual) liking for something(...)']","['lovers of', 'fans of', 'people with an intense (habitual) liking for something(...)']","['lover of', 'fan of', 'person with an intense (habitual) liking for something(...)', 'lovers of', 'fans of']"
manic depression,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
manic depressive illness,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
manic-depressive illness,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
manicdepressive illness,s,unconscious_bias,mental_wellbeing,mental_wellbeing,"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']",['bipolar disorder'],"['bipolar disorder', 'moody(...)', 'experiencing mood swings(...)', 'experiencing shifting energy levels(...)', 'oscillating between elated, irritable, sad, indifferent, or hopeless(...)']"
master bathroom,s,unconscious_bias,racist_source,racist_source,"['main bathroom', 'largest bathroom', 'primary bathroom', 'bathroom attached to the largest bedroom', ""owner's bathroom"", 'main bathrooms', 'largest bathrooms', 'primary bathrooms', 'bathrooms attached to the largest bedrooms', ""owner's bathrooms""]","['main bathrooms', 'largest bathrooms', 'primary bathrooms', 'bathrooms attached to the largest bedrooms', ""owner's bathrooms""]","['main bathroom', 'largest bathroom', 'primary bathroom', 'bathroom attached to the largest bedroom', ""owner's bathroom"", 'main bathrooms', 'largest bathrooms', 'primary bathrooms', 'bathrooms attached to the largest bedrooms', ""owner's bathrooms""]"
master bedroom,s,unconscious_bias,racist_source,racist_source,"['main bedroom', 'largest bedroom', 'primary bedroom', 'bedroom with attached bathroom', ""owner's suite"", ""owner's bedroom"", 'main bedrooms', 'largest bedrooms', 'primary bedrooms', 'bedrooms with attached bathrooms', ""owners' suites"", ""owners' bedrooms""]","['main bedrooms', 'largest bedrooms', 'primary bedrooms', 'bedrooms with attached bathrooms', ""owners' suites"", ""owners' bedrooms""]","['main bedroom', 'largest bedroom', 'primary bedroom', 'bedroom with attached bathroom', ""owner's suite"", ""owner's bedroom"", 'main bedrooms', 'largest bedrooms', 'primary bedrooms', 'bedrooms with attached bathrooms', ""owners' suites"", ""owners' bedrooms""]"
master cabin,s,unconscious_bias,racist_source,racist_source,"['main cabin', 'largest cabin', 'primary cabin']",[],"['main cabin', 'largest cabin', 'primary cabin']"
master key,s,unconscious_bias,racist_source,racist_source,"['skeleton key', 'passkey', 'passepartout']",[],"['skeleton key', 'passkey', 'passepartout']"
medication assisted treatment,s,unconscious_bias,medical_state,medical_state,"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']",[],"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']"
medication-assisted treatment,s,unconscious_bias,medical_state,medical_state,"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']",[],"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']"
medicationassisted treatment,s,unconscious_bias,medical_state,medical_state,"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']",[],"['pharmacotherapy', 'medications for substance use disorder (MSUD)', 'medications for opioid use disorder (MOUD)']"
men and women,s,unconscious_bias,sexual_orientation,sexual_orientation,['people of all genders'],[],['people of all genders']
men's wear,s,unconscious_bias,gender_identity,gender_identity,['masculine fashion'],[],['masculine fashion']
mental case,s,unconscious_bias,cognitive_perception,cognitive_perception,"['person with mental impairment(...)', 'person with psychiatric disabilities(...)']","['people with mental impairment(...)', 'people with psychiatric disabilities(...)']","['person with mental impairment(...)', 'person with psychiatric disabilities(...)']"
mentally challenged,=a,unconscious_bias,cognitive_perception,cognitive_perception,"['disabled', 'with a disability', 'intellectual disability --- name the specific disability']",[],"['with a disability', 'intellectual disability --- name the specific disability', 'disabled']"
mentally defective,a,unconscious_bias,cognitive_ability,cognitive_ability,"['living with mental illness', 'living with a mental disorder', 'out of control(...)', 'unpredictable(...)', 'absurd(...)', 'reckless(...)', 'baffling(...)']",[],"['living with mental illness', 'living with a mental disorder', 'out of control(...)', 'unpredictable(...)', 'absurd(...)', 'reckless(...)', 'baffling(...)']"
mentally deficient,a,unconscious_bias,cognitive_ability,cognitive_ability,"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']",[],"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']"
mentally deranged,=a,unconscious_bias,cognitive_perception,cognitive_perception,"['living with a mental health condition', 'living with a mental illness', 'person with a mental illness(...)', 'person with a psyciatric impairment(...)', ""someone who doesn't think clearly(...)"", 'person whose behavior is confusing(...)', 'someone who appears irrational(...)']",[],"['living with a mental health condition', 'living with a mental illness', 'person with a mental illness(...)', 'person with a psyciatric impairment(...)', ""someone who doesn't think clearly(...)"", 'person whose behavior is confusing(...)', 'someone who appears irrational(...)']"
mentally ill,a,unconscious_bias,cognitive_perception,cognitive_perception,"['living with a mental health condition', 'living with a mental illness', 'confused(...)', 'not thinking clearly(...)', 'behaving confusingly(...)']",[],"['living with a mental health condition', 'living with a mental illness', 'confused(...)', 'not thinking clearly(...)', 'behaving confusingly(...)']"
mild cognitive impairment,a+a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['cognitively disabled', 'intellectually disabled', 'cognitive disability --- name the specific disability', 'intellectual disability --- name the specific disability', '--- describe the specific attributes of the disability', 'cognitive disabilities --- name the specific disabilities', 'intellectual disabilities --- name the specific disabilities']","['cognitively disabled', 'intellectually disabled', 'cognitive disabilities --- name the specific disabilities', 'intellectual disabilities --- name the specific disabilities', '--- describe the specific attributes of the disability']","['--- describe the specific attributes of the disability', 'cognitive disability --- name the specific disability', 'intellectual disability --- name the specific disability', 'cognitively disabled', 'intellectually disabled', 'cognitive disabilities --- name the specific disabilities', 'intellectual disabilities --- name the specific disabilities', 'cognitively disabled', 'intellectually disabled']"
morbidly obese,a,unconscious_bias,medical_state,medical_state,"['Person with obesity(...)', 'person of size(...)', 'person living with obesity(...)']",[],"['Person with obesity(...)', 'person of size(...)', 'person living with obesity(...)']"
mother tongue,s,unconscious_bias,migration,migration,"['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']","['languages', 'first languages', 'active languages']","['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']"
mouth breather,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with an underlying medical condition that affects their breathing(...)', 'a person with cerebral palsy(...)', 'someone with Down syndrome(...)', 'person with sleep apnea(...)', 'someone who is uninformed(...)', 'ignorant person(...)', 'narrow minded person(...)', 'someone with a limited outlook(...)']","['people with an underlying medical condition that affects their breathing(...)', 'persons with cerebral palsy(...)', 'people with Down syndrome(...)', 'people with sleep apnea(...)', 'persons who are uninformed(...)', 'ignorant persons(...)', 'narrow minded persons(...)', 'persons with a limited outlook(...)']","['person with an underlying medical condition that affects their breathing(...)', 'a person with cerebral palsy(...)', 'someone with Down syndrome(...)', 'person with sleep apnea(...)', 'someone who is uninformed(...)', 'ignorant person(...)', 'narrow minded person(...)', 'someone with a limited outlook(...)']"
move the goalposts,i,unconscious_bias,sports_terms,sports_terms,['gain an advantage by changing the stated goals in-process'],[],['gain an advantage by changing the stated goals in-process']
native language,s,unconscious_bias,migration,migration,"['language', 'first language', 'active language', 'languages', 'first languages', 'active languages']","['languages', 'first languages', 'active languages']","['language', 'first language', 'active language', 'languages', 'first languages', 'active languages']"
native speaker,s,unconscious_bias,migration,migration,"['people whose first language is ((language))', 'person whose first language is ((language))(...)', 'person who is most comfortable communicating in ((language))(...)', 'person who thinks in ((language))(...)']","['people whose first language is ((language))', 'people who are most comfortable communicating in ((language))(...)', 'people who think in ((language))(...)', 'people who are most comfortable communicating in ((language))(...)', 'someone who thinks in ((language))(...)']","['person whose first language is ((language))(...)', 'person who is most comfortable communicating in ((language))(...)', 'person who thinks in ((language))(...)', 'people whose first language is ((language))']"
native speaker of,s,unconscious_bias,migration,migration,"['people whose first language is', 'person whose first language is(...)', 'person who is most comfortable communicating in(...)', 'person who thinks in(...)']","['people whose first language is', 'people who are most comfortable communicating in(...)', 'people who think in(...)']","['person whose first language is(...)', 'person who is most comfortable communicating in(...)', 'person who thinks in(...)', 'people whose first language is']"
neurobehavioral disorder,a+s,unconscious_bias,behavior,behavior,"['neurobehavioral disability', '--- name the specific disability', 'neurobehavioral disabilities']","['neurobehavioral disabilities', '--- name the specific disability']","['--- name the specific disability', 'neurobehavioral disability', 'neurobehavioral disabilities']"
neurological difference,a+s,unconscious_bias,mobility,mobility,"['neurologically disabled', 'developmentally disabled', 'neurodevelopmentally disabled', 'learning disabled', 'neurological disability', 'neurodevelopmental disability', 'developmental disability', 'neurological processing disability', 'learning disability', '--- name the specific disability', 'neurological disabilities', 'neurodevelopmental disabilities', 'developmental disabilities', 'neurological processing disabilities', 'learning disabilities ']","['neurological disabilities', 'neurodevelopmental disabilities', 'developmental disabilities', 'neurological processing disabilities', 'learning disabilities ', '--- name the specific disability']","['--- name the specific disability', 'neurological disability', 'neurodevelopmental disability', 'developmental disability', 'neurological processing disability', 'learning disability', 'neurologically disabled', 'developmentally disabled', 'neurodevelopmentally disabled', 'learning disabled', 'neurological disabilities', 'neurodevelopmental disabilities', 'developmental disabilities', 'neurological processing disabilities', 'learning disabilities ']"
neurological processing problem,a+s,unconscious_bias,mobility,mobility,"['neurodivergent', 'neurodivergent trait', 'neurodivergent quality', 'neurodevelopmental disability', 'neurological processing disability', 'sensory reactivity processing disability', 'sensory disability', 'learning disability', '--- name the specific disability', 'neurodivergent traits', 'neurodivergent qualities', 'neurodevelopmental disabilities', 'neurological processing disabilities', 'sensory reactivity processing disabilities', 'sensory disabilities', 'learning disability']","['neurodivergent', 'neurodivergent traits', 'neurodivergent qualities', 'neurodevelopmental disabilities', 'neurological processing disabilities', 'sensory reactivity processing disabilities', 'sensory disabilities', 'learning disability', '--- name the specific disability']","['--- name the specific disability', 'neurodivergent trait', 'neurodivergent quality', 'neurodevelopmental disability', 'neurological processing disability', 'sensory reactivity processing disability', 'sensory disability', 'learning disability', 'neurodivergent', 'neurodivergent traits', 'neurodivergent qualities', 'neurodevelopmental disabilities', 'neurological processing disabilities', 'sensory reactivity processing disabilities', 'sensory disabilities', 'learning disability', 'neurodivergent']"
next man up,i,unconscious_bias,sports_terms,sports_terms,"['replacement', 'next']",[],"['replacement', 'next']"
no holds barred,i,unconscious_bias,sports_terms,sports_terms,"['without limits', 'without controls', 'with no restrictions', 'without rules or restrictions']",[],"['without limits', 'without controls', 'with no restrictions', 'without rules or restrictions']"
nut house,s,unconscious_bias,ability,ability,"['psychiatric hospital unit', 'mental health unit', 'behavioral health unit', 'institution providing care to people with mental and psychiatric disabilities', 'psychiatric hospital units', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental and psychiatric disabilities', 'situation full of confusion(...)', 'place in uproar(...)', 'noisy and confusing scene(...)']","['psychiatric hospital units', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental and psychiatric disabilities', 'situations full of confusion(...)', 'places in uproar(...)', 'noisy and confusing scenes(...)']","['psychiatric hospital unit', 'mental health unit', 'behavioral health unit', 'institution providing care to people with mental and psychiatric disabilities', 'situation full of confusion(...)', 'place in uproar(...)', 'noisy and confusing scene(...)', 'psychiatric hospital units', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental and psychiatric disabilities']"
obsession with routines,i,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured routines']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured routines']"
of a certain age,i,unconscious_bias,age_old,age_old,"['with experience', 'adult']",[],"['with experience', 'adult']"
off base,a,unconscious_bias,sports_terms,sports_terms,"['incorrect', 'misplaced', 'inappropriate']",[],"['incorrect', 'misplaced', 'inappropriate']"
off her meds,i,unconscious_bias,medical_state,medical_state,"['not taking her prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']",[],"['not taking her prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']"
off his meds,i,unconscious_bias,medical_state,medical_state,"['not taking his prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']",[],"['not taking his prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']"
off the reservation,i,unconscious_bias,racist_source,racist_source,"['part of the group but not supporting its approach', 'part of the team while not supporting its goal', 'a party member but not supporting its candidate']",[],"['part of the group but not supporting its approach', 'part of the team while not supporting its goal', 'a party member but not supporting its candidate']"
off their meds,i,unconscious_bias,medical_state,medical_state,"['not taking their prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']",[],"['not taking their prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']"
old coot,a+s,unconscious_bias,age_old,age_old,"['older adult', 'retiree', 'foolish person', 'older adults', 'retirees', 'foolish people', 'someone with life-long idiosyncratic habits(...)']","['older adults', 'retirees', 'foolish people', 'people with life-long idiosyncratic habits(...)']","['older adult', 'retiree', 'foolish person', 'someone with life-long idiosyncratic habits(...)', 'older adults', 'retirees', 'foolish people']"
old fogey,a+s,unconscious_bias,age_old,age_old,"['eccentric man', 'older person', 'eccentric men', 'older people']","['eccentric men', 'older people']","['eccentric man', 'older person', 'eccentric men', 'older people']"
old man,a+s,unconscious_bias,age_old,age_old,"['older person', 'older adult', 'older people', 'older adults']","['older people', 'older adults']","['older person', 'older adult', 'older people', 'older adults']"
old people,a+s,unconscious_bias,age_old,age_old,['older adults'],[],['older adults']
old woman,a+s,unconscious_bias,age_old,age_old,"['older person', 'older adult', 'older people', 'older adults']","['older people', 'older adults']","['older person', 'older adult', 'older people', 'older adults']"
on deck,i,unconscious_bias,sports_terms,sports_terms,"['next item to become the central focus', 'next person to become the central focus']",[],"['next item to become the central focus', 'next person to become the central focus']"
on the bench,i,unconscious_bias,sports_terms,sports_terms,['ready to take over when needed'],[],['ready to take over when needed']
on the front line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
on the front-line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
on the frontline,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
one eyed among the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
one eyed leading the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
one-eyed among the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
one-eyed leading the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
oneeyed among the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
oneeyed leading the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
open the kimono,i,unconscious_bias,racist_source,racist_source,"['full disclosure', 'provide insight', 'open the books', 'share internal workings with a potential partner', 'share internal projects with a prospective buyer']",[],"['full disclosure', 'provide insight', 'open the books', 'share internal workings with a potential partner', 'share internal projects with a prospective buyer']"
opioid substitution,s,unconscious_bias,medical_state,medical_state,"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']",[],"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']"
out of left field,i,unconscious_bias,sports_terms,sports_terms,['unexpected'],[],['unexpected']
overcome a learning disability,i,unconscious_bias,ability,ability,"['going through ((time period)) with a learning disability', 'managing a learning disability']",[],"['going through ((time period)) with a learning disability', 'managing a learning disability']"
paddy wagon,s,unconscious_bias,culture,culture,"['police car', 'police cars']",['police cars'],"['police car', 'police cars']"
par for the course,i,unconscious_bias,sports_terms,sports_terms,['entirely predictable'],[],['entirely predictable']
peanut gallery,s,unconscious_bias,classism,classism,"['hecklers', 'cheap seats', 'second balcony', 'crowd', 'audience', 'criticism', 'unwelcome criticism(...)', 'unwelcome commentary(...)', 'inexpert criticism(...)', 'source of much criticism(...)']",['criticism'],"['criticism', 'hecklers', 'cheap seats', 'second balcony', 'crowd', 'audience', 'unwelcome criticism(...)', 'unwelcome commentary(...)', 'inexpert criticism(...)', 'source of much criticism(...)']"
performance based,a,unconscious_bias,agentic,competitive,['influenced by the level of engagement(...)'],[],['influenced by the level of engagement(...)']
person who is deaf,i,unconscious_bias,hearing,hearing,['Deaf person'],"['Deaf people', 'the Deaf']","['Deaf person', 'Deaf people', 'the Deaf']"
person who menstruates,i,unconscious_bias,gender_identity,gender_identity,['individual with monthly bleeding(...)'],['individuals with monthly bleeding(...)'],['individual with monthly bleeding(...)']
person with blindness,i,unconscious_bias,vision,vision,"['Blind person', 'blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']","['Blind people(...)', 'the Blind(...)', 'visually impaired person(...)', 'vision-impaired person(...)']","['blind person', 'Blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']"
person with deafness,i,unconscious_bias,hearing,hearing,['Deaf person'],"['Deaf people', 'the Deaf']","['Deaf person', 'Deaf people', 'the Deaf']"
