Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
off base,a,unconscious_bias,sports_terms,sports_terms,"['incorrect', 'misplaced', 'inappropriate']",[],"['incorrect', 'misplaced', 'inappropriate']"
off her meds,i,unconscious_bias,medical_state,medical_state,"['not taking her prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']",[],"['not taking her prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']"
off his meds,i,unconscious_bias,medical_state,medical_state,"['not taking his prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']",[],"['not taking his prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']"
off the reservation,i,unconscious_bias,racist_source,racist_source,"['part of the group but not supporting its approach', 'part of the team while not supporting its goal', 'a party member but not supporting its candidate']",[],"['part of the group but not supporting its approach', 'part of the team while not supporting its goal', 'a party member but not supporting its candidate']"
off their meds,i,unconscious_bias,medical_state,medical_state,"['not taking their prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']",[],"['not taking their prescribed medication', 'finally making a stand(...)', 'over-reacting(...)', 'out of control(...)', 'losing it(...)']"
old coot,a+s,unconscious_bias,age_old,age_old,"['older adult', 'retiree', 'foolish person', 'older adults', 'retirees', 'foolish people', 'someone with life-long idiosyncratic habits(...)']","['older adults', 'retirees', 'foolish people', 'people with life-long idiosyncratic habits(...)']","['older adult', 'retiree', 'foolish person', 'someone with life-long idiosyncratic habits(...)', 'older adults', 'retirees', 'foolish people']"
old fogey,a+s,unconscious_bias,age_old,age_old,"['eccentric man', 'older person', 'eccentric men', 'older people']","['eccentric men', 'older people']","['eccentric man', 'older person', 'eccentric men', 'older people']"
old man,a+s,unconscious_bias,age_old,age_old,"['older person', 'older adult', 'older people', 'older adults']","['older people', 'older adults']","['older person', 'older adult', 'older people', 'older adults']"
old people,a+s,unconscious_bias,age_old,age_old,['older adults'],[],['older adults']
old woman,a+s,unconscious_bias,age_old,age_old,"['older person', 'older adult', 'older people', 'older adults']","['older people', 'older adults']","['older person', 'older adult', 'older people', 'older adults']"
on deck,i,unconscious_bias,sports_terms,sports_terms,"['next item to become the central focus', 'next person to become the central focus']",[],"['next item to become the central focus', 'next person to become the central focus']"
on the bench,i,unconscious_bias,sports_terms,sports_terms,['ready to take over when needed'],[],['ready to take over when needed']
on the front line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
on the front-line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
on the frontline,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
one eyed among the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
one eyed leading the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
one-eyed among the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
one-eyed leading the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
oneeyed among the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
oneeyed leading the blind,i,unconscious_bias,vision,vision,"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']",[],"['someone barely qualified advising the unqualified(...)', 'someone incompetent offering guidance(...)', 'untrained person training others(...)']"
open the kimono,i,unconscious_bias,racist_source,racist_source,"['full disclosure', 'provide insight', 'open the books', 'share internal workings with a potential partner', 'share internal projects with a prospective buyer']",[],"['full disclosure', 'provide insight', 'open the books', 'share internal workings with a potential partner', 'share internal projects with a prospective buyer']"
opioid substitution,s,unconscious_bias,medical_state,medical_state,"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']",[],"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']"
out of left field,i,unconscious_bias,sports_terms,sports_terms,['unexpected'],[],['unexpected']
paddy waggon,s,unconscious_bias,culture,culture,"['police car', 'police cars']",['police cars'],"['police car', 'police cars']"
par for the course,i,unconscious_bias,sports_terms,sports_terms,['entirely predictable'],[],['entirely predictable']
peanut gallery,s,unconscious_bias,classism,classism,"['hecklers', 'cheap seats', 'second balcony', 'crowd', 'audience', 'criticism', 'unwelcome criticism(...)', 'unwelcome commentary(...)', 'inexpert criticism(...)', 'source of much criticism(...)']",['criticism'],"['criticism', 'hecklers', 'cheap seats', 'second balcony', 'crowd', 'audience', 'unwelcome criticism(...)', 'unwelcome commentary(...)', 'inexpert criticism(...)', 'source of much criticism(...)']"
performance based,a,unconscious_bias,agentic,competitive,['influenced by the level of engagement(...)'],[],['influenced by the level of engagement(...)']
person who is deaf,i,unconscious_bias,hearing,APA,['Deaf person'],"['Deaf people', 'the Deaf']","['Deaf person', 'Deaf people', 'the Deaf']"
person who menstruates,i,unconscious_bias,gender_identity,gender_identity,['individual with monthly bleeding(...)'],['individuals with monthly bleeding(...)'],['individual with monthly bleeding(...)']
person with blindness,i,unconscious_bias,vision,APA,"['Blind person', 'blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']","['Blind people(...)', 'the Blind(...)', 'visually impaired person(...)', 'vision-impaired person(...)']","['blind person', 'Blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']"
person with deafness,i,unconscious_bias,hearing,APA,['Deaf person'],"['Deaf people', 'the Deaf']","['Deaf person', 'Deaf people', 'the Deaf']"
person with deafness and blindness,i,unconscious_bias,hearing,APA,['Deaf-Blind person'],"['Deaf-Blind person', 'Deaf-Blind people', 'the Deaf-Blind']","['Deaf-Blind person', 'Deaf-Blind person', 'Deaf-Blind people', 'the Deaf-Blind']"
pick fights,v+s,unconscious_bias,agentic,agentic,"['differ', 'disagree', 'start debate', 'discuss options', 'present arguments']",[],"['differ', 'disagree', 'start debate', 'discuss options', 'present arguments']"
pinch hitter,i,unconscious_bias,sports_terms,sports_terms,['stand-in'],[],['stand-in']
pioneering spirit,i,unconscious_bias,agentic,agentic,"['openness and curiosity', 'spirit of curiosity']",[],"['openness and curiosity', 'spirit of curiosity']"
play hardball,i,unconscious_bias,sports_terms,sports_terms,['negotiate without compromise'],[],['negotiate without compromise']
pow wow,s,unconscious_bias,racist_source,racist_source,"['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']"
preferred gender identity,i,unconscious_bias,gender_identity,gender_identity,['gender identity'],[],['gender identity']
preferred pronoun,i,unconscious_bias,gender_identity,gender_identity,['pronoun'],[],['pronoun']
preferred pronouns,i,unconscious_bias,gender_identity,gender_identity,['pronouns'],[],['pronouns']
pro active,a,unconscious_bias,agentic,rough,"['energetic', 'entrepreneurial', 'comfortable taking the initiative(...)']",[],"['energetic', 'entrepreneurial', 'comfortable taking the initiative(...)']"
quality adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
quality-adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
qualityadjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
real father,a+s,unconscious_bias,gender_identity,gender_identity,"['biological parent', 'genetic father', 'birth father']",[],"['biological parent', 'genetic father', 'birth father']"
real mother,a+s,unconscious_bias,gender_identity,gender_identity,"['biological parent', 'genetic mother', 'birth mother']",[],"['biological parent', 'genetic mother', 'birth mother']"
red hat,s,unconscious_bias,racist_source,racist_source,"['vigilante hacker', 'vigilante hackers', 'someone who hacks unethical hackers(...)', 'person who attacks the system of an unethical hacker(...)']","['vigilante hackers', 'people who hack unethical hackers(...)', 'hackers who attack the system of an unethical hacker(...)']","['vigilante hacker', 'someone who hacks unethical hackers(...)', 'person who attacks the system of an unethical hacker(...)', 'vigilante hackers']"
reformed addict,s,unconscious_bias,medical_state,medical_state,"['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']","['people in recovery(...)', 'those in long-term recovery(...)', 'people who previously used drugs(...)']","['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']"
replacement therapy,s,unconscious_bias,medical_state,medical_state,"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']",[],"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']"
rest on Sunday,i,unconscious_bias,belief,belief,"['rest on your non-working day', 'recharge on rest day', '--- only as a reference to religious practise', 'Relax and refuel on your rest day(...)', 'Enjoy your rest day(...)', 'Make the most of your weekend(...)']",['--- only as a reference to religious practise'],"['--- only as a reference to religious practise', 'rest on your non-working day', 'recharge on rest day', 'Relax and refuel on your rest day(...)', 'Enjoy your rest day(...)', 'Make the most of your weekend(...)']"
rest on Sundays,i,unconscious_bias,belief,belief,"['get rest on non-working days', 'recharge on rest days', '--- only as a reference to religious practise', 'Relax and refuel on rest days(...)', 'Enjoy your rest days(...)', 'Make the most of your weekends(...)']",['--- only as a reference to religious practise'],"['--- only as a reference to religious practise', 'get rest on non-working days', 'recharge on rest days', 'Relax and refuel on rest days(...)', 'Enjoy your rest days(...)', 'Make the most of your weekends(...)']"
result oriented,a,unconscious_bias,agentic,corporate,"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",[],"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']"
results oriented,a,unconscious_bias,agentic,corporate,"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",[],"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']"
risk taker,s,unconscious_bias,agentic,rough,"['person who weighs options(...)', 'someone open to new ideas(...)', 'person who likes to try new things(...)', 'someone keen on new insights(...)', 'someone who take various factors into consideration(...)']","['people who weigh options(...)', 'those open to new ideas(...)', 'people who like to try new things(...)', 'people keen on new insights(...)', 'people who take various factors into consideration(...)']","['person who weighs options(...)', 'someone open to new ideas(...)', 'person who likes to try new things(...)', 'someone keen on new insights(...)', 'someone who take various factors into consideration(...)']"
risk taking,a,unconscious_bias,agentic,rough,"['weighing options(...)', 'open to new ideas(...)', 'excited to try new things(...)', 'keen on new insights(...)', 'exploring opportunities(...)']",[],"['weighing options(...)', 'open to new ideas(...)', 'excited to try new things(...)', 'keen on new insights(...)', 'exploring opportunities(...)']"
rob me blind,i,unconscious_bias,vision,cultural,"['steal everything I own --- through deceitful means(...)', 'overcharge me(...)']",[],"['steal everything I own --- through deceitful means(...)', 'overcharge me(...)']"
rob you blind,i,unconscious_bias,vision,cultural,"['steal everything you own --- through deceitful means(...)', 'charge you too much(...)']",[],"['steal everything you own --- through deceitful means(...)', 'charge you too much(...)']"
rule of thumb,i,unconscious_bias,culture,culture,"['rule based on experience', 'general rule', 'rules based on experience', 'general rules', 'an approximate method of doing something(...)', 'an approximate method of judging something(...)', 'guideline based on experience that tells you how far you can go without getting yourself into trouble(...)']","['rules based on experience', 'general rules', 'approximate methods of doing (judging ...) something', 'guidelines based on experience that tell you how far you can go without getting yourself into trouble(...)']","['rule based on experience', 'general rule', 'an approximate method of doing something(...)', 'an approximate method of judging something(...)', 'guideline based on experience that tells you how far you can go without getting yourself into trouble(...)', 'rules based on experience', 'general rules']"
sales force,s,unconscious_bias,military_source,military_source,"['sales people', 'sales department', 'sales team', 'sales division', 'business department', 'sales people', 'sales departments', 'sales teams', 'sales divisions', 'business departments']","['sales people', 'sales departments', 'sales teams', 'sales divisions', 'business departments']","['sales people', 'sales department', 'sales team', 'sales division', 'business department', 'sales people', 'sales departments', 'sales teams', 'sales divisions', 'business departments']"
sales pitch,s,unconscious_bias,sports_terms,sports_terms,"['sales presentation', 'sales presentations']",['sales presentations'],"['sales presentation', 'sales presentations']"
sanity check,s,unconscious_bias,ability,ability,"['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'quick cheques', 'plausibility cheques', 'consistency cheques', 'cheques for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick cheques', 'plausibility cheques', 'consistency cheques', 'cheques for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)', 'quick cheques', 'plausibility cheques', 'consistency cheques', 'cheques for completeness and clarity', 'smoke tests']"
sanity test,s,unconscious_bias,ability,ability,"['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'quick cheques', 'plausibility cheques', 'consistency cheques', 'cheques for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick cheques', 'plausibility cheques', 'consistency cheques', 'cheques for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)', 'quick cheques', 'plausibility cheques', 'consistency cheques', 'cheques for completeness and clarity', 'smoke tests']"
scrum master,s,unconscious_bias,sports_terms,sports_terms,"['they', 'scrum mastering', 'someone who empowers (people, teams, organisations)(...)', 'person who helps people do their job better (...)']","['scrum mastering', 'people who empower (people, teams, organisations)(...)', 'people who help people do their job better (...)']","['scrum mastering', 'they', 'someone who empowers (people, teams, organisations)(...)', 'person who helps people do their job better (...)']"
second class,a,unconscious_bias,classism,classism,"['economy --- in transport', 'budget', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'economy --- in transport', 'budget']"
see eye to eye,i,unconscious_bias,vision,vision,"['are in agreement', 'understand each other', 'agree']",[],"['are in agreement', 'understand each other', 'agree']"
self confidence,s,unconscious_bias,agentic,competitive,"['positive attitude', 'optimism', 'self-trust', ""satisfaction with one's skills(...)"", 'trust in your abilities(...)', 'trust in yourself(...)']",[],"['positive attitude', 'optimism', 'self-trust', ""satisfaction with one's skills(...)"", 'trust in your abilities(...)', 'trust in yourself(...)']"
self confident,a,unconscious_bias,agentic,competitive,"['positive', 'optimistic', 'at ease with yourself(...)', 'comfortable with applying your skills(...)', 'trusting your own abilities(...)']",[],"['positive', 'optimistic', 'at ease with yourself(...)', 'comfortable with applying your skills(...)', 'trusting your own abilities(...)']"
self motivated,a,unconscious_bias,agentic,competitive,"['enterprising', 'resourceful', 'initiative-taking', 'able to do what needs to be done without influence from other people or situations(...)', 'can and will find the motivation to complete a task(...)']",[],"['enterprising', 'resourceful', 'initiative-taking', 'able to do what needs to be done without influence from other people or situations(...)', 'can and will find the motivation to complete a task(...)']"
self reliance,s,unconscious_bias,agentic,competitive,"['self-organisation', 'self-management', 'reliance on your own efforts(...)', 'trust in your abilities(...)', 'ability to care for yourself(...)']",[],"['self-organisation', 'self-management', 'reliance on your own efforts(...)', 'trust in your abilities(...)', 'ability to care for yourself(...)']"
self reliant,a,unconscious_bias,agentic,competitive,"['self-organised', 'self-managed', 'comfortable relying on your own efforts(...)', 'at ease trusting your abilities(...)', 'able to take care of yourself(...)']",[],"['self-organised', 'self-managed', 'comfortable relying on your own efforts(...)', 'at ease trusting your abilities(...)', 'able to take care of yourself(...)']"
self sufficiency,s,unconscious_bias,agentic,competitive,"['trust in your own ability(...)', 'capability of providing for your own needs(...)', 'ability to maintain yourself without outside help(...)']",[],"['trust in your own ability(...)', 'capability of providing for your own needs(...)', 'ability to maintain yourself without outside help(...)']"
self sufficient,a,unconscious_bias,agentic,competitive,"['self-managed', 'self-organised', 'trusting your own ability(...)', 'capable of providing for your own needs(...)', 'able to maintain (...) without outside help']",[],"['self-managed', 'self-organised', 'trusting your own ability(...)', 'capable of providing for your own needs(...)', 'able to maintain (...) without outside help']"
sell down the river,i,unconscious_bias,racist_source,racist_source,"['betray', 'break a promise(...)', 'leave (...) holding the bag', 'put (...) in a dangerous situation']",[],"['betray', 'break a promise(...)', 'leave (...) holding the bag', 'put (...) in a dangerous situation']"
senior citizen,a+s,unconscious_bias,age_old,APA,"['the older population', 'older adults', 'older people', 'persons 65 years and older', 'older adult(...)', 'older person(...)', 'someone 65 years and older(...)']","['older adults', 'older people', 'persons 65 years and older', 'the older population']","['older adult(...)', 'older person(...)', 'someone 65 years and older(...)', 'the older population', 'older adults', 'older people', 'persons 65 years and older']"
short bus material,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['people with a disability(...)', 'people with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
short-bus material,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['people with a disability(...)', 'people with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
shortbus material,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['people with a disability(...)', 'people with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
shuck and jive,i,unconscious_bias,racist_source,racist_source,"['distract', 'playfully deceive', 'mislead', 'joke and act evasively(...)', 'accommodate an authority figure(...)', 'avoid punishment(...)']",[],"['distract', 'playfully deceive', 'mislead', 'joke and act evasively(...)', 'accommodate an authority figure(...)', 'avoid punishment(...)']"
sight challenged person,i,unconscious_bias,vision,APA,"['Blind person', 'blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']",[],"['blind person', 'Blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']"
sight-challenged person,i,unconscious_bias,vision,APA,"['Blind person', 'blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']",[],"['blind person', 'Blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']"
sightchallenged person,i,unconscious_bias,vision,APA,"['Blind person', 'blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']",[],"['blind person', 'Blind person', 'visually impaired person(...)', 'vision-impaired person(...)', 'person who is blind(...)', 'person who is visually impaired(...)', 'person who is vision impaired(...)']"
social climber,i,unconscious_bias,classism,cultural,"['someone who tries to improve their social position(...)', 'a person who makes an effort to gain admission into a group with a higher social standing(...)']","['people who try to improve their social position(...)', 'people who make an effort to gain admission into a group with a higher social standing(...)']","['someone who tries to improve their social position(...)', 'a person who makes an effort to gain admission into a group with a higher social standing(...)']"
special needs,a,unconscious_bias,ability,ability,"['person with ((condition or disability))(...)', 'person living with a disability(...)', 'someone living with disability who needs help or care(...)', 'removing barriers for people(...)', 'requiring additional services(...)', 'offering specialised support(...)', 'providing specialised care(...)', 'requiring specialised assistance (...)']",[],"['person with ((condition or disability))(...)', 'person living with a disability(...)', 'someone living with disability who needs help or care(...)', 'removing barriers for people(...)', 'requiring additional services(...)', 'offering specialised support(...)', 'providing specialised care(...)', 'requiring specialised assistance (...)']"
specially abled,a,unconscious_bias,ability,ability,"['-', 'person with ((condition or disability))(...)', 'person living with a disability(...)']",['-'],"['-', 'person with ((condition or disability))(...)', 'person living with a disability(...)']"
spike the ball,i,unconscious_bias,sports_terms,sports_terms,['celebrate'],[],['celebrate']
spirit animal,s,unconscious_bias,racist_source,racist_source,"['spiritual guide', 'guardian spirit', 'spiritual protection', 'spirituals guide', 'guardian spirits', 'spiritual protection', 'something I admire(...)', 'someone I admire(...)']","['spirituals guide', 'guardian spirits', 'spiritual protection', 'something I admire(...)', 'someone I admire(...)']","['spiritual guide', 'guardian spirit', 'spiritual protection', 'something I admire(...)', 'someone I admire(...)', 'spirituals guide', 'guardian spirits', 'spiritual protection']"
step up to the plate,i,unconscious_bias,sports_terms,sports_terms,"['try', 'attempt', 'make a good-faith effort']",[],"['try', 'attempt', 'make a good-faith effort']"
stone deaf,a,unconscious_bias,hearing,hearing,"['Deaf', 'signing Deaf', 'non-speaking', 'ASL using', 'ASL speaking', 'person with deafness(...)']",[],"['non-speaking', 'ASL using', 'ASL speaking', 'Deaf', 'signing Deaf', 'person with deafness(...)']"
stricken with,a,unconscious_bias,ability,ability,['living with'],[],['living with']
strike out,v,unconscious_bias,sports_terms,sports_terms,"['fail to close the deal', 'overplay your hand']",[],"['fail to close the deal', 'overplay your hand']"
strong minded,a,unconscious_bias,agentic,rough,"['purposeful', 'having the mental skills to respond to (overcome ...) difficult situations', ""true to one's beliefs and views(...)"", 'focused on a goal(...)', 'keen to see something through(...)', 'committed to working toward a milestone(...)']",[],"['purposeful', 'having the mental skills to respond to (overcome ...) difficult situations', ""true to one's beliefs and views(...)"", 'focused on a goal(...)', 'keen to see something through(...)', 'committed to working toward a milestone(...)']"
substance abuser,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']"
substance misuser,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']"
successful suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['die by suicide'],[],['die by suicide']
suffer from,v,unconscious_bias,ability,ability,['living with'],[],['living with']
suicide epidemic,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['rise in suicides'],[],['rise in suicides']
suicide failure,i,unconscious_bias,mental_wellbeing,mental_wellbeing,"['suicide attempt', 'attempted suicide']",[],"['suicide attempt', 'attempted suicide']"
suicide note,i,unconscious_bias,mental_wellbeing,mental_wellbeing,"['note', 'note from the deceased']",[],"['note', 'note from the deceased']"
suicide pact,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['rise in suicides'],[],['rise in suicides']
swear blind,v+a,unconscious_bias,vision,cultural,"['swear up and down', 'state emphatically', ""swear they're telling the truth(...)"", 'emphasise that (...) is the truth']",[],"['swear up and down', 'state emphatically', ""swear they're telling the truth(...)"", 'emphasise that (...) is the truth']"
swing for the fences,i,unconscious_bias,sports_terms,sports_terms,"['try your best', 'make a sincere effort and hope for the best']",[],"['try your best', 'make a sincere effort and hope for the best']"
take flak,v+s,unconscious_bias,military_source,military_source,"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']",[],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
take point,i,unconscious_bias,military_source,military_source,"['guide', 'carry out initiatives', 'clear the way for']",[],"['guide', 'carry out initiatives', 'clear the way for']"
tech savvy,a,unconscious_bias,agentic,agentic,"['computer literate', 'technically proficient', 'with a good understanding of technology', 'enthusiastic about technology']",[],"['computer literate', 'technically proficient', 'with a good understanding of technology', 'enthusiastic about technology']"
tee off,v,unconscious_bias,sports_terms,sports_terms,"['start', 'pitch in', 'take up', 'launch', 'annoy']",[],"['start', 'pitch in', 'take up', 'launch', 'annoy']"
tee up,v,unconscious_bias,sports_terms,sports_terms,"['set up', 'prepare', 'arrange', 'make arrangements for']",[],"['set up', 'prepare', 'arrange', 'make arrangements for']"
the aged,s,unconscious_bias,age_old,APA,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
